codigo_sector,nombre_sector,codigo_subsector,nombre_subsector,codigo_rama,nombre_rama,codigo_subrama,nombre_subrama
61,servicios educativost,611,servicios educativost,6116,otros servicios educativost,61161,escuelas de artet
61,servicios educativost,611,servicios educativost,6116,otros servicios educativost,61162,escuelas de deportet
61,servicios educativost,611,servicios educativost,6116,otros servicios educativost,61163,escuelas de idiomast
61,servicios educativost,611,servicios educativost,6116,otros servicios educativost,61169,otros servicios educativost
61,servicios educativost,611,servicios educativost,6117,servicios de apoyo a la educacint,61171,servicios de apoyo a la educacint
62,servicios de salud y de asistencia socialt,621,servicios mdicos de consulta externa y servicios relacionadost,6211,consultorios mdicost,62111,consultorios mdicost
62,servicios de salud y de asistencia socialt,621,servicios mdicos de consulta externa y servicios relacionadost,6212,consultorios dentalest,62121,consultorios dentalest
62,servicios de salud y de asistencia socialt,621,servicios mdicos de consulta externa y servicios relacionadost,6213,otros consultorios para el cuidado de la saludt,62131,consultorios de quiroprcticat
62,servicios de salud y de asistencia socialt,621,servicios mdicos de consulta externa y servicios relacionadost,6213,otros consultorios para el cuidado de la saludt,62132,consultorios de optometrat
62,servicios de salud y de asistencia socialt,621,servicios mdicos de consulta externa y servicios relacionadost,6213,otros consultorios para el cuidado de la saludt,62133,consultorios de psicologat
62,servicios de salud y de asistencia socialt,621,servicios mdicos de consulta externa y servicios relacionadost,6213,otros consultorios para el cuidado de la saludt,62134,"consultorios de audiologa y de terapia ocupacional, fsica y del lenguajet"
62,servicios de salud y de asistencia socialt,621,servicios mdicos de consulta externa y servicios relacionadost,6213,otros consultorios para el cuidado de la saludt,62139,otros consultorios para el cuidado de la saludt
62,servicios de salud y de asistencia socialt,621,servicios mdicos de consulta externa y servicios relacionadost,6214,centros para la atencin de pacientes que no requieren hospitalizacint,62141,centros de planificacin familiart
62,servicios de salud y de asistencia socialt,621,servicios mdicos de consulta externa y servicios relacionadost,6214,centros para la atencin de pacientes que no requieren hospitalizacint,62142,centros de atencin mdica externa para enfermos mentales y adictost
62,servicios de salud y de asistencia socialt,621,servicios mdicos de consulta externa y servicios relacionadost,6214,centros para la atencin de pacientes que no requieren hospitalizacint,62149,otros centros para la atencin de pacientes que no requieren hospitalizacint
62,servicios de salud y de asistencia socialt,621,servicios mdicos de consulta externa y servicios relacionadost,6215,laboratorios mdicos y de diagnsticot,62151,laboratorios mdicos y de diagnsticot
62,servicios de salud y de asistencia socialt,621,servicios mdicos de consulta externa y servicios relacionadost,6216,servicios de enfermera a domiciliot,62161,servicios de enfermera a domiciliot
62,servicios de salud y de asistencia socialt,621,servicios mdicos de consulta externa y servicios relacionadost,6219,"servicios de ambulancias, de bancos de rganos y otros servicios auxiliares al tratamiento mdicot",62191,servicios de ambulanciast
62,servicios de salud y de asistencia socialt,621,servicios mdicos de consulta externa y servicios relacionadost,6219,"servicios de ambulancias, de bancos de rganos y otros servicios auxiliares al tratamiento mdicot",62199,"servicios de bancos de rganos, bancos de sangre y otros servicios auxiliares al tratamiento mdicot"
62,servicios de salud y de asistencia socialt,622,hospitalest,6221,hospitales generalest,62211,hospitales generalest
62,servicios de salud y de asistencia socialt,622,hospitalest,6222,hospitales psiquitricos y para el tratamiento por adiccint,62221,hospitales psiquitricos y para el tratamiento por adiccint
62,servicios de salud y de asistencia socialt,622,hospitalest,6223,hospitales de otras especialidades mdicast,62231,hospitales de otras especialidades mdicast
62,servicios de salud y de asistencia socialt,623,residencias de asistencia social y para el cuidado de la saludt,6231,"residencias con cuidados de enfermeras para enfermos convalecientes, en rehabilitacin, incurables y terminalest",62311,"residencias con cuidados de enfermeras para enfermos convalecientes, en rehabilitacin, incurables y terminalest"
62,servicios de salud y de asistencia socialt,623,residencias de asistencia social y para el cuidado de la saludt,6232,"residencias para el cuidado de personas con problemas de retardo mental, trastorno mental y adiccionest",62321,residencias para el cuidado de personas con problemas de retardo mentalt
62,servicios de salud y de asistencia socialt,623,residencias de asistencia social y para el cuidado de la saludt,6232,"residencias para el cuidado de personas con problemas de retardo mental, trastorno mental y adiccionest",62322,residencias para el cuidado de personas con problemas de trastorno mental y adiccint
62,servicios de salud y de asistencia socialt,623,residencias de asistencia social y para el cuidado de la saludt,6233,asilos y otras residencias para el cuidado de ancianost,62331,asilos y otras residencias para el cuidado de ancianost
62,servicios de salud y de asistencia socialt,623,residencias de asistencia social y para el cuidado de la saludt,6239,orfanatos y otras residencias de asistencia socialt,62399,orfanatos y otras residencias de asistencia socialt
62,servicios de salud y de asistencia socialt,624,otros servicios de asistencia socialt,6241,servicios de orientacin y trabajo socialt,62411,servicios de orientacin y trabajo social para la niez y la juventudt
62,servicios de salud y de asistencia socialt,624,otros servicios de asistencia socialt,6241,servicios de orientacin y trabajo socialt,62412,centros de atencin y cuidado diurno de ancianos y personas con discapacidadt
62,servicios de salud y de asistencia socialt,624,otros servicios de asistencia socialt,6241,servicios de orientacin y trabajo socialt,62419,otros servicios de orientacin y trabajo socialt
62,servicios de salud y de asistencia socialt,624,otros servicios de asistencia socialt,6242,"servicios comunitarios de alimentacin, refugio y emergenciat",62421,servicios de alimentacin comunitariost
62,servicios de salud y de asistencia socialt,624,otros servicios de asistencia socialt,6242,"servicios comunitarios de alimentacin, refugio y emergenciat",62422,refugios temporales comunitariost
62,servicios de salud y de asistencia socialt,624,otros servicios de asistencia socialt,6242,"servicios comunitarios de alimentacin, refugio y emergenciat",62423,servicios de emergencia comunitariost
62,servicios de salud y de asistencia socialt,624,otros servicios de asistencia socialt,6243,"servicios de capacitacin para el trabajo para personas desempleadas, subempleadas o con discapacidadt",62431,"servicios de capacitacin para el trabajo para personas desempleadas, subempleadas o con discapacidadt"
62,servicios de salud y de asistencia socialt,624,otros servicios de asistencia socialt,6244,guarderast,62441,guarderast
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",711,"servicios artsticos, culturales y deportivos, y otros servicios relacionadost",7111,compaas y grupos de espectculos artsticos y culturalest,71111,compaas de teatrot
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",711,"servicios artsticos, culturales y deportivos, y otros servicios relacionadost",7111,compaas y grupos de espectculos artsticos y culturalest,71112,compaas de danzat
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",711,"servicios artsticos, culturales y deportivos, y otros servicios relacionadost",7111,compaas y grupos de espectculos artsticos y culturalest,71113,cantantes y grupos musicalest
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",711,"servicios artsticos, culturales y deportivos, y otros servicios relacionadost",7111,compaas y grupos de espectculos artsticos y culturalest,71119,otras compaas y grupos de espectculos artsticost
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",711,"servicios artsticos, culturales y deportivos, y otros servicios relacionadost",7112,deportistas y equipos deportivos profesionalest,71121,deportistas y equipos deportivos profesionalest
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",711,"servicios artsticos, culturales y deportivos, y otros servicios relacionadost",7113,"promotores de espectculos artsticos, culturales, deportivos y similarest",71131,"promotores de espectculos artsticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlost"
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",711,"servicios artsticos, culturales y deportivos, y otros servicios relacionadost",7113,"promotores de espectculos artsticos, culturales, deportivos y similarest",71132,"promotores de espectculos artsticos, culturales, deportivos y similares que no cuentan con instalaciones para presentarlost"
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",711,"servicios artsticos, culturales y deportivos, y otros servicios relacionadost",7114,"agentes y representantes de artistas, deportistas y similarest",71141,"agentes y representantes de artistas, deportistas y similarest"
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",711,"servicios artsticos, culturales y deportivos, y otros servicios relacionadost",7115,"artistas, escritores y tcnicos independientest",71151,"artistas, escritores y tcnicos independientest"
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",712,"museos, sitios histricos, zoolgicos y similarest",7121,"museos, sitios histricos, zoolgicos y similarest",71211,museost
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",712,"museos, sitios histricos, zoolgicos y similarest",7121,"museos, sitios histricos, zoolgicos y similarest",71212,sitios histricost
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",712,"museos, sitios histricos, zoolgicos y similarest",7121,"museos, sitios histricos, zoolgicos y similarest",71213,jardines botnicos y zoolgicost
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",712,"museos, sitios histricos, zoolgicos y similarest",7121,"museos, sitios histricos, zoolgicos y similarest",71219,"grutas, parques naturales y otros sitios del patrimonio cultural de la nacint"
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",713,servicios de entretenimiento en instalaciones recreativas y otros servicios recreativost,7131,parques con instalaciones recreativas y casas de juegos electrnicost,71311,parques con instalaciones recreativast
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",713,servicios de entretenimiento en instalaciones recreativas y otros servicios recreativost,7131,parques con instalaciones recreativas y casas de juegos electrnicost,71312,casas de juegos electrnicost
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",713,servicios de entretenimiento en instalaciones recreativas y otros servicios recreativost,7132,"casinos, loteras y otros juegos de azart",71321,casinost
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",713,servicios de entretenimiento en instalaciones recreativas y otros servicios recreativost,7132,"casinos, loteras y otros juegos de azart",71329,loteras y otros juegos de azart
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",713,servicios de entretenimiento en instalaciones recreativas y otros servicios recreativost,7139,otros servicios recreativost,71391,campos de golft
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",713,servicios de entretenimiento en instalaciones recreativas y otros servicios recreativost,7139,otros servicios recreativost,71392,pistas para esquiart
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",713,servicios de entretenimiento en instalaciones recreativas y otros servicios recreativost,7139,otros servicios recreativost,71393,marinas tursticast
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",713,servicios de entretenimiento en instalaciones recreativas y otros servicios recreativost,7139,otros servicios recreativost,71394,clubes deportivos y centros de acondicionamiento fsicot
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",713,servicios de entretenimiento en instalaciones recreativas y otros servicios recreativost,7139,otros servicios recreativost,71395,bolichest
71,"servicios de esparcimiento culturales y deportivos, y otros servicios recreativost",713,servicios de entretenimiento en instalaciones recreativas y otros servicios recreativost,7139,otros servicios recreativost,71399,otros servicios recreativost
72,servicios de alojamiento temporal y de preparacin de alimentos y bebidast,721,servicios de alojamiento temporalt,7211,"hoteles, moteles y similarest",72111,"hoteles y moteles, excepto hoteles con casinot"
72,servicios de alojamiento temporal y de preparacin de alimentos y bebidast,721,servicios de alojamiento temporalt,7211,"hoteles, moteles y similarest",72112,hoteles con casinot
72,servicios de alojamiento temporal y de preparacin de alimentos y bebidast,721,servicios de alojamiento temporalt,7211,"hoteles, moteles y similarest",72119,"cabaas, villas y similarest"
72,servicios de alojamiento temporal y de preparacin de alimentos y bebidast,721,servicios de alojamiento temporalt,7212,campamentos y albergues recreativost,72121,campamentos y albergues recreativost
72,servicios de alojamiento temporal y de preparacin de alimentos y bebidast,721,servicios de alojamiento temporalt,7213,"pensiones y casas de huspedes, y departamentos y casas amueblados con servicios de hotelerat",72131,"pensiones y casas de huspedes, y departamentos y casas amueblados con servicios de hotelerat"
72,servicios de alojamiento temporal y de preparacin de alimentos y bebidast,722,servicios de preparacin de alimentos y bebidast,7223,servicios de preparacin de alimentos por encargot,72231,servicios de comedor para empresas e institucionest
72,servicios de alojamiento temporal y de preparacin de alimentos y bebidast,722,servicios de preparacin de alimentos y bebidast,7223,servicios de preparacin de alimentos por encargot,72232,servicios de preparacin de alimentos para ocasiones especialest
72,servicios de alojamiento temporal y de preparacin de alimentos y bebidast,722,servicios de preparacin de alimentos y bebidast,7223,servicios de preparacin de alimentos por encargot,72233,servicios de preparacin de alimentos en unidades mvilest
72,servicios de alojamiento temporal y de preparacin de alimentos y bebidast,722,servicios de preparacin de alimentos y bebidast,7224,"centros nocturnos, bares, cantinas y similarest",72241,"centros nocturnos, bares, cantinas y similarest"
72,servicios de alojamiento temporal y de preparacin de alimentos y bebidast,722,servicios de preparacin de alimentos y bebidast,7225,servicios de preparacin de alimentos y bebidas alcohlicas y no alcohlicast,72251,servicios de preparacin de alimentos y bebidas alcohlicas y no alcohlicast
81,otros servicios excepto actividades gubernamentalest,811,servicios de reparacin y mantenimientot,8111,reparacin y mantenimiento de automviles y camionest,81111,reparacin mecnica y elctrica de automviles y camionest
81,otros servicios excepto actividades gubernamentalest,811,servicios de reparacin y mantenimientot,8111,reparacin y mantenimiento de automviles y camionest,81112,"hojalatera, tapicera y otras reparaciones a la carrocera de automviles y camionest"
81,otros servicios excepto actividades gubernamentalest,811,servicios de reparacin y mantenimientot,8111,reparacin y mantenimiento de automviles y camionest,81119,otros servicios de reparacin y mantenimiento de automviles y camionest
81,otros servicios excepto actividades gubernamentalest,811,servicios de reparacin y mantenimientot,8112,reparacin y mantenimiento de equipo electrnico y de equipo de precisint,81121,reparacin y mantenimiento de equipo electrnico y de equipo de precisint
81,otros servicios excepto actividades gubernamentalest,811,servicios de reparacin y mantenimientot,8113,"reparacin y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de serviciost",81131,"reparacin y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de serviciost"
81,otros servicios excepto actividades gubernamentalest,811,servicios de reparacin y mantenimientot,8114,reparacin y mantenimiento de artculos para el hogar y personalest,81141,reparacin y mantenimiento de aparatos elctricos para el hogar y personalest
81,otros servicios excepto actividades gubernamentalest,811,servicios de reparacin y mantenimientot,8114,reparacin y mantenimiento de artculos para el hogar y personalest,81142,reparacin de tapicera de muebles para el hogart
81,otros servicios excepto actividades gubernamentalest,811,servicios de reparacin y mantenimientot,8114,reparacin y mantenimiento de artculos para el hogar y personalest,81143,reparacin de calzado y otros artculos de piel y cuerot
81,otros servicios excepto actividades gubernamentalest,811,servicios de reparacin y mantenimientot,8114,reparacin y mantenimiento de artculos para el hogar y personalest,81149,reparacin y mantenimiento de otros artculos para el hogar y personalest
81,otros servicios excepto actividades gubernamentalest,812,servicios personalest,8121,"salones y clnicas de belleza, baos pblicos y boleras",81211,salones y clnicas de belleza y peluqueras
81,otros servicios excepto actividades gubernamentalest,812,servicios personalest,8121,"salones y clnicas de belleza, baos pblicos y boleras",81212,baos pblicos
81,otros servicios excepto actividades gubernamentalest,812,servicios personalest,8121,"salones y clnicas de belleza, baos pblicos y boleras",81213,sanitarios pblicos y boleras
81,otros servicios excepto actividades gubernamentalest,812,servicios personalest,8122,lavanderas y tintoreras,81221,lavanderas y tintoreras
81,otros servicios excepto actividades gubernamentalest,812,servicios personalest,8123,servicios funerarios y administracin de cementerios,81231,servicios funerarios
81,otros servicios excepto actividades gubernamentalest,812,servicios personalest,8123,servicios funerarios y administracin de cementerios,81232,administracin de cementerios
81,otros servicios excepto actividades gubernamentalest,812,servicios personalest,8124,estacionamientos y pensiones para vehculos automotores,81241,estacionamientos y pensiones para vehculos automotores
81,otros servicios excepto actividades gubernamentalest,812,servicios personalest,8129,servicios de revelado e impresin de fotografas y otros servicios personales,81291,servicios de revelado e impresin de fotografas
81,otros servicios excepto actividades gubernamentalest,812,servicios personalest,8129,servicios de revelado e impresin de fotografas y otros servicios personales,81299,otros servicios personales
81,otros servicios excepto actividades gubernamentalest,813,asociaciones y organizacionest,8131,"asociaciones y organizaciones comerciales, laborales, profesionales y recreativas",81311,"asociaciones, organizaciones y cmaras de productores, comerciantes y prestadores de servicios"
81,otros servicios excepto actividades gubernamentalest,813,asociaciones y organizacionest,8131,"asociaciones y organizaciones comerciales, laborales, profesionales y recreativas",81312,asociaciones y organizaciones laborales y sindicales
81,otros servicios excepto actividades gubernamentalest,813,asociaciones y organizacionest,8131,"asociaciones y organizaciones comerciales, laborales, profesionales y recreativas",81313,asociaciones y organizaciones de profesionistas
81,otros servicios excepto actividades gubernamentalest,813,asociaciones y organizacionest,8131,"asociaciones y organizaciones comerciales, laborales, profesionales y recreativas",81314,asociaciones regulatorias de actividades recreativas
81,otros servicios excepto actividades gubernamentalest,813,asociaciones y organizacionest,8132,"asociaciones y organizaciones religiosas, polticas y civiles",81321,asociaciones y organizaciones religiosas
81,otros servicios excepto actividades gubernamentalest,813,asociaciones y organizacionest,8132,"asociaciones y organizaciones religiosas, polticas y civiles",81322,asociaciones y organizaciones polticas
81,otros servicios excepto actividades gubernamentalest,813,asociaciones y organizacionest,8132,"asociaciones y organizaciones religiosas, polticas y civiles",81323,asociaciones y organizaciones civiles
81,otros servicios excepto actividades gubernamentalest,814,hogares con empleados domsticost,8141,hogares con empleados domsticost,81411,hogares con empleados domsticost
93,"actividades legislativas, gubernamentales, de imparticin de justicia y de organismos internacionales y extraterritorialest",931,"actividades legislativas, gubernamentales y de imparticin de justicia",9311,rganos legislativos,93111,rganos legislativos
93,"actividades legislativas, gubernamentales, de imparticin de justicia y de organismos internacionales y extraterritorialest",931,"actividades legislativas, gubernamentales y de imparticin de justicia",9312,administracin pblica en general,93121,administracin pblica en general
93,"actividades legislativas, gubernamentales, de imparticin de justicia y de organismos internacionales y extraterritorialest",931,"actividades legislativas, gubernamentales y de imparticin de justicia",9313,regulacin y fomento del desarrollo econmico,93131,regulacin y fomento del desarrollo econmico
93,"actividades legislativas, gubernamentales, de imparticin de justicia y de organismos internacionales y extraterritorialest",931,"actividades legislativas, gubernamentales y de imparticin de justicia",9314,imparticin de justicia y mantenimiento de la seguridad y el orden pblico,93141,imparticin de justicia y mantenimiento de la seguridad y el orden pblico
93,"actividades legislativas, gubernamentales, de imparticin de justicia y de organismos internacionales y extraterritorialest",931,"actividades legislativas, gubernamentales y de imparticin de justicia",9315,regulacin y fomento de actividades para mejorar y preservar el medio ambiente,93151,regulacin y fomento de actividades para mejorar y preservar el medio ambiente
93,"actividades legislativas, gubernamentales, de imparticin de justicia y de organismos internacionales y extraterritorialest",931,"actividades legislativas, gubernamentales y de imparticin de justicia",9316,actividades administrativas de instituciones de bienestar social,93161,actividades administrativas de instituciones de bienestar social
93,"actividades legislativas, gubernamentales, de imparticin de justicia y de organismos internacionales y extraterritorialest",931,"actividades legislativas, gubernamentales y de imparticin de justicia",9317,relaciones exteriores,93171,relaciones exteriores
93,"actividades legislativas, gubernamentales, de imparticin de justicia y de organismos internacionales y extraterritorialest",931,"actividades legislativas, gubernamentales y de imparticin de justicia",9318,actividades de seguridad nacional,93181,actividades de seguridad nacional
93,"actividades legislativas, gubernamentales, de imparticin de justicia y de organismos internacionales y extraterritorialest",932,organismos internacionales y extraterritoriales,9321,organismos internacionales y extraterritoriales,93211,organismos internacionales
93,"actividades legislativas, gubernamentales, de imparticin de justicia y de organismos internacionales y extraterritorialest",932,organismos internacionales y extraterritoriales,9321,organismos internacionales y extraterritoriales,93212,sedes diplomticas y otras unidades extraterritoriales
NA,NA,NA,NA,NA,NA,NA,NA
